Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
153646,2.223,-0.658,-1.303,-0.867,-0.606,-1.441,-0.280,-0.454,-0.580,0.871,-0.563,-0.453,0.507,-0.031,0.291,0.863,0.135,-1.345,0.417,-0.013,0.438,1.301,-0.017,0.116,0.213,0.065,-0.037,-0.065,15.000,0
153647,1.758,-0.445,-0.912,1.116,0.102,0.458,-0.242,0.122,0.502,0.299,0.388,0.975,0.268,0.218,-0.310,0.445,-0.977,0.545,-0.131,0.015,0.132,0.262,0.061,0.201,-0.054,-0.705,0.018,-0.024,112.000,0
153649,-1.341,0.167,-3.181,-0.614,0.687,-1.506,1.643,0.198,-0.426,-0.722,-1.651,-0.056,-0.483,1.460,-0.712,-0.561,-0.081,-0.163,-0.059,-0.376,0.519,1.582,0.565,0.663,-0.890,0.097,0.381,-0.156,147.160,0
153653,-5.192,3.165,-5.048,2.247,-4.012,-0.639,-2.873,1.576,-2.862,-2.120,1.864,-3.620,-1.481,-1.583,-1.230,-1.202,-6.168,-2.652,0.014,-1.850,1.167,-1.007,0.775,0.063,-0.391,1.885,-1.743,-0.082,247.860,1
153656,2.070,-1.433,0.241,-0.668,-1.682,0.333,-1.784,0.348,0.930,0.700,-0.067,-0.069,-0.884,-0.846,-1.611,1.228,0.193,-0.590,1.219,-0.093,0.160,0.688,0.193,-0.327,-0.365,-0.187,0.051,-0.051,10.800,0
153657,1.947,-0.703,-0.208,0.244,-0.862,-0.123,-0.888,0.090,1.517,-0.017,-1.594,-0.192,-0.266,-0.241,0.886,0.895,-0.850,0.328,-0.060,-0.115,0.005,0.061,0.208,-0.642,-0.541,0.520,-0.024,-0.039,47.850,0
153658,1.631,-0.118,-0.172,3.412,0.490,2.148,-0.756,0.752,-0.521,1.467,0.365,-0.335,-1.498,0.540,0.220,1.056,-0.641,-0.671,-2.255,-0.320,-0.039,-0.286,0.394,-1.766,-0.822,-0.254,0.031,-0.044,65.130,0
153660,-0.607,-0.252,-0.165,-1.697,2.743,3.677,-0.344,1.106,0.387,-0.960,-0.298,0.064,-0.142,0.163,1.056,0.044,-0.839,0.453,-0.560,0.122,0.391,0.931,0.014,0.697,-0.344,-0.620,0.226,0.206,49.000,0
153666,0.174,0.639,-0.519,-0.629,0.942,-0.896,1.331,-0.291,-0.134,-0.562,-1.879,-0.741,-1.073,0.449,-0.734,-0.296,-0.383,-0.357,0.263,-0.179,0.001,0.052,-0.203,-0.628,-0.005,0.529,-0.039,0.012,29.990,0
153667,-0.442,-0.298,1.864,-2.307,-0.500,1.004,-0.763,0.569,0.049,-0.137,-0.275,-0.055,-0.151,-1.195,-2.339,1.363,-0.160,-0.616,0.533,0.131,0.184,0.785,-0.216,0.244,-0.240,-0.308,0.423,0.211,1.000,0
153668,1.701,-0.548,-0.287,1.311,-0.673,-0.148,-0.476,0.100,0.693,0.349,0.782,0.751,-0.373,0.313,0.179,0.620,-0.944,0.812,-0.589,-0.060,0.343,0.860,0.049,-0.053,-0.191,-0.588,0.034,-0.023,111.200,0
153669,-0.680,1.199,-1.119,-0.523,1.100,-0.551,0.588,0.328,-0.383,-0.779,0.031,0.157,0.063,-0.384,0.046,0.604,-0.027,1.613,0.594,-0.060,0.312,0.999,-0.169,-1.163,-0.253,-0.099,0.237,0.198,8.640,0
153670,-1.015,0.096,1.877,-2.376,-0.896,0.515,-0.597,0.345,0.938,1.036,-0.234,-0.639,-1.304,-1.379,-2.195,1.222,-0.182,-0.613,0.418,0.489,0.041,0.725,-0.234,-0.484,-0.176,-0.289,0.572,0.160,1.000,0
153670,-0.131,1.268,-0.313,-0.491,0.697,-1.074,1.085,-0.197,-0.046,-0.564,-0.080,0.588,0.959,-1.266,-0.368,0.134,0.463,-0.507,-0.439,0.195,-0.332,-0.688,0.155,1.068,-0.395,0.085,0.344,0.147,15.970,0
153670,-0.791,-0.572,2.280,-1.894,-0.449,0.955,-0.895,0.240,0.272,0.348,-0.115,-0.586,-0.871,-1.345,-1.748,1.152,0.002,-0.478,1.239,0.012,0.098,0.438,-0.460,0.368,0.487,-0.147,-0.567,-0.244,4.500,0
153671,-0.883,1.346,0.257,0.803,0.648,-0.326,0.988,0.366,-1.232,-0.437,-0.071,-0.357,-1.884,1.317,-0.709,-0.670,0.132,0.569,1.404,-0.145,0.119,0.204,-0.562,-0.359,1.111,-0.181,-0.103,-0.036,24.930,0
153671,-1.135,2.290,-1.550,3.757,1.345,1.021,1.457,-0.027,-1.431,3.866,0.007,-0.620,-0.145,0.526,0.040,-0.225,-0.481,0.527,1.533,0.651,-0.093,0.771,0.102,-0.212,-0.816,0.305,0.712,0.155,92.260,0
153673,2.047,0.124,-1.879,0.188,0.776,-0.255,0.144,-0.110,0.136,-0.239,0.844,1.133,0.926,-0.846,-0.553,0.615,-0.002,0.243,0.516,-0.053,-0.329,-0.857,0.248,0.021,-0.198,0.180,-0.063,-0.042,11.990,0
153675,1.824,0.359,0.589,4.005,-0.750,-0.455,-0.450,0.025,-0.471,1.451,-0.488,-0.202,-0.397,0.041,-0.093,1.159,-0.744,-0.122,-2.222,-0.336,0.247,0.734,0.327,0.886,-0.412,-0.058,0.008,-0.023,1.000,0
153676,2.000,-1.454,-1.205,-1.514,0.783,4.075,-2.060,1.136,0.128,0.854,-0.190,-0.036,0.546,-0.244,1.758,-0.536,-0.747,1.657,-1.540,-0.407,-0.102,0.077,0.355,0.702,-0.696,0.618,0.034,-0.029,45.900,0
153676,1.211,-1.033,-3.101,1.502,0.881,-0.940,1.819,-0.777,-0.483,0.128,-1.302,0.589,1.216,0.729,-0.320,-0.696,-0.493,-0.368,-0.238,0.778,0.567,0.814,-0.754,-0.665,0.832,-0.201,-0.135,0.000,487.600,0
153679,1.852,0.175,-0.375,3.930,0.332,0.981,-0.285,0.180,-0.127,1.224,-2.025,-0.004,0.035,-0.485,-2.094,0.355,-0.398,-0.468,-1.146,-0.233,0.063,0.429,0.059,0.428,0.143,0.124,-0.003,-0.038,27.770,0
153679,2.107,-1.293,0.372,-0.495,-1.810,-0.150,-1.631,0.139,1.052,0.511,-1.361,-0.241,-0.071,-1.182,-1.019,0.906,0.509,-1.282,0.813,-0.079,0.133,0.699,0.240,0.051,-0.346,-0.190,0.061,-0.038,3.200,0
153680,-0.397,1.051,0.479,0.747,0.697,1.373,0.037,0.771,-0.278,-0.551,-0.705,1.136,0.662,0.025,-1.670,-0.324,-0.208,0.165,1.853,-0.085,-0.384,-0.971,0.071,-0.462,-0.651,-0.989,0.140,0.138,4.750,0
153680,1.969,0.163,-2.056,1.168,0.792,-0.954,0.802,-0.406,-0.113,0.345,-0.839,-0.070,-0.449,0.885,0.324,-0.403,-0.405,-0.401,-0.437,-0.172,0.147,0.364,-0.022,0.665,0.452,-0.516,-0.047,-0.049,59.700,0
153683,-0.682,-0.176,1.953,-2.211,-0.973,0.480,-0.762,0.528,0.387,0.204,-0.283,-0.474,-1.155,-1.053,-2.273,1.323,-0.044,-0.593,0.448,0.162,0.156,0.766,-0.208,-0.401,-0.256,-0.274,0.529,0.263,3.200,0
153689,-3.503,3.053,-0.453,-1.669,-0.303,-0.135,0.133,0.097,2.908,2.818,1.278,-0.084,-1.442,-2.119,0.176,0.446,0.017,0.747,-0.350,1.011,-0.392,-0.748,0.115,0.483,-0.011,-0.505,-1.188,-0.446,0.760,0
153689,-1.030,1.618,-2.539,-2.488,3.509,2.710,1.231,0.446,0.542,1.290,0.055,-0.166,-0.505,0.368,0.345,-0.929,-0.631,-0.609,-0.409,0.717,0.046,0.715,-0.194,0.734,-0.044,0.103,0.775,0.342,2.230,0
153690,-1.097,0.731,-1.094,-0.670,1.821,-1.174,1.621,-0.630,0.343,0.701,1.031,-0.681,-2.025,-0.907,-0.950,-0.159,0.291,0.476,0.072,-0.025,-0.163,0.407,-0.065,0.695,0.334,0.576,-0.088,-0.159,12.100,0
153696,1.908,-0.635,-0.384,0.052,-0.278,0.797,-0.910,0.242,0.955,0.104,0.233,1.383,1.574,-0.431,0.061,1.096,-1.325,0.737,0.247,0.064,0.078,0.266,0.171,-0.091,-0.443,0.363,-0.014,-0.037,56.000,0
153699,-0.450,-0.400,2.012,-2.166,-0.963,0.522,-0.802,0.564,0.314,-0.083,-0.497,-0.905,-1.892,-0.837,-2.201,1.400,-0.017,-0.462,0.510,-0.011,0.174,0.713,-0.223,-0.488,-0.325,-0.272,0.417,0.200,3.000,0
153703,1.997,-1.650,-0.192,-1.026,-0.745,2.381,-2.175,0.956,1.107,0.598,0.022,-0.591,-1.982,-0.577,-0.652,0.544,0.924,-1.639,0.315,-0.237,0.192,0.813,0.289,-0.969,-0.546,-0.101,0.089,-0.063,1.000,0
153703,-0.710,-0.436,2.420,-2.316,-0.566,1.081,-0.824,0.646,-0.057,-0.459,-0.480,-0.947,-1.691,-0.875,-2.030,1.433,0.002,-0.425,0.676,-0.035,0.139,0.406,-0.434,0.208,0.507,-0.165,0.054,0.047,1.000,0
153707,-3.671,-0.768,0.713,1.780,-2.120,1.575,0.218,-2.080,0.765,-0.664,-1.630,0.013,-0.792,-0.109,-0.106,-0.028,0.532,0.069,0.922,-1.565,1.698,-1.215,-1.273,0.021,0.278,-0.420,1.441,-0.879,531.540,0
153710,-0.951,1.435,-0.565,-0.524,-0.245,-1.255,0.332,0.631,-0.242,-0.569,-1.129,0.662,0.494,0.609,-0.497,0.120,-0.098,-0.731,-0.133,-0.082,-0.196,-0.597,0.175,0.046,-0.382,0.144,0.113,0.013,17.990,0
153712,-0.511,0.852,0.547,-1.253,1.155,-0.717,1.175,-0.156,-0.657,-0.859,0.629,0.946,0.689,0.386,-0.697,0.150,-1.135,0.448,-0.525,-0.122,0.366,1.076,-0.506,-0.340,0.421,-0.202,0.089,0.113,1.000,0
153713,-0.449,-0.524,0.720,-3.109,1.466,4.454,-1.216,1.385,0.122,-0.279,-0.818,-0.514,-0.240,-1.175,-1.353,0.989,0.133,-1.339,0.005,0.170,0.162,0.670,-0.146,0.728,-0.234,-0.268,0.448,0.213,3.600,0
153713,-1.095,-0.403,0.346,0.097,2.793,-0.760,0.143,-0.097,-0.702,-0.445,0.824,0.645,0.871,-1.000,-0.182,0.025,0.292,0.560,1.605,0.621,-0.203,-0.770,0.035,0.031,-0.145,0.343,-0.133,-0.053,1.980,0
153714,2.052,-0.926,-0.942,-1.541,-0.740,-0.508,-0.770,0.031,2.495,-0.906,-1.204,-0.133,-1.200,0.162,1.492,-0.294,-0.327,0.556,0.563,-0.213,0.251,0.908,0.059,0.446,-0.017,-0.045,0.019,-0.042,22.140,0
153714,1.976,-0.506,-0.447,0.283,-0.541,-0.043,-0.713,0.095,1.003,0.184,0.287,0.889,0.147,-0.070,-0.357,0.602,-0.887,0.648,0.198,-0.160,0.218,0.821,0.058,-0.426,-0.190,0.623,-0.028,-0.063,13.040,0
153720,-1.059,-5.954,-3.513,0.752,-1.832,-0.116,2.009,-0.628,-1.088,0.366,0.648,0.243,-0.290,1.053,-0.325,-1.275,-0.202,1.682,-1.004,2.771,0.747,-1.150,-1.270,0.849,-0.679,0.465,-0.406,0.217,1677.200,0
153721,2.033,0.302,-2.039,1.121,0.912,-0.910,0.804,-0.430,-0.199,0.341,-0.795,0.240,0.187,0.748,0.256,-0.416,-0.467,-0.461,-0.405,-0.190,0.131,0.419,-0.012,0.610,0.494,-0.511,-0.037,-0.053,29.850,0
153722,-1.782,2.504,-1.548,-1.470,0.613,-1.900,1.662,-0.406,1.176,1.991,-0.791,-0.267,-0.705,0.244,-0.019,-0.819,-0.443,-0.464,-0.379,0.921,0.003,0.723,-0.138,0.056,0.090,0.124,1.240,0.746,7.700,0
153723,2.082,-0.282,-1.668,0.141,0.127,-0.768,0.051,-0.163,0.525,0.350,0.109,-0.072,-1.575,0.794,-0.550,0.038,-0.555,0.501,0.389,-0.297,0.334,1.105,-0.159,-0.415,0.324,1.024,-0.109,-0.098,3.170,0
153723,1.865,-1.730,-0.230,-0.988,-0.641,2.452,-1.952,0.829,0.807,0.509,0.352,0.438,-0.041,-0.946,-0.855,0.463,0.816,-1.862,0.280,0.027,0.256,0.935,0.205,-0.912,-0.506,-0.114,0.089,-0.047,70.000,0
153725,2.098,-0.004,-1.599,0.469,0.133,-1.422,0.478,-0.445,0.439,0.124,-0.943,0.145,-0.512,0.488,-0.406,-0.555,-0.046,-0.805,0.199,-0.274,-0.042,0.089,0.087,0.097,0.166,0.560,-0.098,-0.078,0.000,0
153725,-1.022,0.028,1.892,-2.257,-0.441,1.456,-0.789,0.693,0.522,0.155,-0.731,0.202,0.722,-1.595,-1.016,0.049,1.032,-2.789,-1.073,0.298,0.199,1.183,-0.080,-0.991,-0.365,-0.184,0.696,0.339,1.000,0
153728,-1.676,0.329,1.023,-0.728,0.541,-0.412,1.696,-0.582,0.731,-0.750,-1.485,-0.167,-0.873,-0.550,-1.687,-0.999,-0.104,-0.559,-0.066,-0.684,-0.088,0.587,-0.359,-0.017,1.350,-0.047,-0.463,-0.287,94.860,0
153730,2.097,-1.576,-1.090,-1.641,0.748,4.381,-2.272,1.244,0.858,0.521,-0.539,-0.091,0.012,-1.033,-0.628,0.817,0.414,-1.439,0.681,0.010,0.133,0.597,0.280,0.738,-0.302,-0.168,0.083,-0.044,1.000,0
153730,-0.342,-0.461,1.994,-2.331,-0.483,1.017,-0.631,0.419,0.382,0.109,-0.397,-0.809,-1.422,-1.157,-2.173,1.339,-0.193,-0.491,0.545,0.123,0.118,0.710,-0.239,0.210,-0.309,-0.333,0.252,-0.015,3.000,0
153732,-5.223,4.303,-4.399,-1.994,-0.042,-0.489,-0.460,-0.133,1.378,2.957,-0.474,1.011,0.072,1.137,-0.690,0.100,-0.442,0.445,0.235,0.400,1.518,0.026,0.261,-0.359,0.470,0.080,0.300,-0.081,1.520,0
153733,-0.424,1.204,-0.607,-0.547,0.565,-0.709,0.635,0.228,-0.482,-0.256,0.530,1.170,0.899,0.714,-0.296,-0.139,-0.676,0.600,0.378,-0.088,0.470,1.483,-0.070,-0.335,-0.735,-0.225,0.262,0.238,2.990,0
153737,-0.455,1.329,-1.011,-0.726,0.990,-0.569,0.743,0.130,0.291,-0.410,-1.314,-0.423,-0.198,-0.985,-0.138,0.532,0.214,0.011,-0.020,0.066,-0.417,-0.974,0.118,-0.035,-0.299,0.120,-0.089,-0.153,1.980,0
153737,2.223,-1.591,-1.163,-1.636,-1.067,-0.348,-1.063,-0.224,-1.088,1.520,-1.879,-0.901,1.014,-0.620,-0.085,-0.210,0.075,0.254,0.179,-0.242,-0.180,-0.118,0.060,-1.009,-0.127,-0.124,0.009,-0.044,85.000,0
153738,-2.817,-4.614,-2.901,-2.009,3.579,-3.173,-1.552,0.266,-2.433,1.410,-1.140,-0.701,0.046,0.948,-2.147,-0.509,-0.100,0.843,-0.165,0.795,0.717,0.973,-0.134,-1.315,-0.985,-0.107,0.475,-0.384,40.000,0
153739,2.004,-0.135,-1.018,0.317,-0.130,-0.862,0.043,-0.145,0.333,0.245,1.018,0.970,-0.426,0.560,-0.577,0.026,-0.430,-0.443,0.335,-0.247,-0.231,-0.579,0.350,0.007,-0.368,0.180,-0.074,-0.071,1.790,0
153740,-1.010,0.143,1.048,-0.620,0.757,-0.094,0.478,0.142,-1.229,-0.645,0.703,-1.411,-2.278,-1.963,-0.569,-0.312,0.959,3.061,-1.901,-0.334,-0.398,-0.856,-0.194,0.373,0.615,-0.705,-0.114,-0.107,69.000,0
153740,-0.984,0.028,1.771,-2.294,-0.972,0.423,-0.646,0.365,1.405,0.904,-1.978,-2.120,-2.822,-1.260,-1.297,1.050,0.232,-0.967,0.049,0.398,-0.017,0.475,-0.136,0.541,-0.217,-0.317,0.562,0.177,3.000,0
153741,-1.835,0.050,1.328,-0.792,-0.115,0.034,0.260,0.521,-0.428,-1.034,0.279,0.862,0.560,0.168,-0.435,0.893,-0.823,0.384,0.360,0.042,-0.103,-0.653,-0.195,-0.469,0.237,0.388,-0.236,-0.061,128.000,0
153741,-0.421,-0.324,1.981,-2.087,-0.884,0.425,-0.737,0.473,0.487,-0.267,-1.850,-1.340,-1.503,-1.097,-1.519,1.115,0.313,-1.075,0.102,0.017,0.142,0.635,-0.140,0.660,-0.310,-0.311,0.419,0.222,1.000,0
153743,2.099,-1.334,0.368,-0.494,-1.830,-0.086,-1.681,0.192,1.125,0.518,-1.381,-0.482,-0.577,-1.076,-0.918,0.865,0.600,-1.315,0.738,-0.120,0.133,0.686,0.256,0.003,-0.380,-0.184,0.062,-0.040,2.000,0
153744,-0.455,-0.404,2.043,-2.149,-0.993,0.473,-0.816,0.565,0.322,-0.078,-0.447,-0.922,-1.982,-0.818,-2.198,1.382,0.013,-0.476,0.484,-0.021,0.177,0.720,-0.217,-0.420,-0.337,-0.276,0.417,0.201,1.000,0
153745,-0.374,0.837,-0.061,-0.328,-0.102,-0.915,0.539,0.214,0.389,-0.941,-1.537,0.035,-0.781,0.357,-0.874,-0.508,-0.004,-0.124,-0.034,-0.388,0.221,0.687,-0.186,0.068,0.008,-0.230,-0.178,-0.041,24.950,0
153748,-17.089,-24.840,-1.568,4.112,12.968,-10.482,-10.914,1.648,2.157,0.913,-0.737,1.302,-0.072,0.317,-1.742,2.195,-0.099,-0.078,-0.308,3.863,1.588,-0.651,-0.305,-0.148,-2.142,-0.957,-0.554,0.403,5.000,0
153750,2.098,-1.458,0.172,-0.705,-1.657,0.403,-1.844,0.398,1.043,0.724,-0.321,-0.476,-1.527,-0.724,-1.527,1.304,0.174,-0.459,1.286,-0.149,0.137,0.609,0.189,-0.503,-0.364,-0.174,0.048,-0.056,2.000,0
153760,-0.801,0.436,1.998,0.836,0.390,0.517,0.946,-0.081,-0.373,-0.419,-0.788,-0.029,0.498,-0.294,0.899,-0.241,-0.347,0.012,0.660,0.477,-0.172,-0.557,0.078,0.608,0.321,-0.738,-0.098,-0.117,123.250,0
153764,-0.481,0.829,-1.846,-1.580,3.144,3.187,0.315,0.763,0.126,-0.350,0.174,-0.160,-0.409,-0.906,0.199,0.179,0.317,-0.409,-0.365,-0.112,-0.300,-0.888,0.259,0.591,-0.434,0.122,-0.252,0.037,0.890,0
153764,2.036,-1.769,-0.524,-1.571,-1.579,-0.279,-1.286,-0.050,-1.303,1.623,0.567,0.208,1.062,-0.508,-0.663,0.028,-0.015,0.378,0.230,-0.160,-0.302,-0.640,0.314,-0.386,-0.618,-0.497,0.017,-0.028,121.130,0
153769,2.056,-0.775,-3.447,-2.500,2.437,2.658,-0.102,0.548,1.341,-0.869,0.089,0.782,-0.369,0.721,0.668,-1.430,0.070,-0.717,0.927,-0.076,0.019,0.165,0.014,0.766,0.409,-0.114,-0.028,-0.073,44.950,0
153770,1.754,-0.834,-0.835,0.317,-0.541,-0.328,-0.325,-0.097,1.445,-0.265,-1.511,0.095,0.112,0.041,1.162,0.406,-0.927,0.670,-0.095,0.088,0.267,0.622,-0.101,-0.712,-0.026,-0.533,0.028,-0.014,157.500,0
153770,1.972,-1.508,-0.190,-1.037,-1.287,0.499,-1.477,0.114,0.467,0.612,-1.579,0.366,1.943,-0.952,0.805,-0.452,-0.749,1.684,-0.786,-0.213,-0.161,-0.010,0.203,0.110,-0.691,1.243,-0.034,-0.020,106.900,0
153770,-0.985,0.523,1.728,-0.846,0.932,1.640,0.108,0.584,-0.172,-0.836,0.982,0.766,0.190,0.143,1.123,-0.403,-0.146,-0.525,-0.213,-0.072,-0.015,-0.013,-0.262,-1.660,0.124,-0.302,-0.010,0.062,17.550,0
153771,2.063,-0.814,-0.389,-0.620,-1.402,-1.706,-0.513,-0.324,-0.325,0.751,0.213,-0.223,-0.209,-0.037,0.245,0.920,0.482,-2.133,0.411,-0.020,-0.182,-0.678,0.574,0.864,-0.695,-0.748,-0.019,-0.030,42.450,0
153772,-2.493,-2.253,1.509,-0.800,1.343,-0.925,-0.094,0.142,-0.067,-1.103,-0.950,0.205,1.145,-0.314,0.747,0.552,-0.679,0.237,-0.076,1.231,0.473,0.292,0.608,0.653,0.583,1.373,-0.222,0.111,276.000,0
153775,-0.725,0.551,-0.399,0.624,0.776,-0.629,2.109,-0.268,-0.764,-1.222,-0.407,-0.150,-0.156,-0.822,-0.416,-0.081,0.634,0.056,-0.754,0.408,0.108,-0.094,0.511,0.920,-0.199,-0.885,0.110,0.249,242.090,0
153779,1.983,-0.486,-0.232,0.487,-0.844,-0.493,-0.695,-0.008,1.329,0.012,-1.062,0.145,-0.247,-0.180,0.442,0.296,-0.427,-0.025,-0.311,-0.222,0.158,0.670,0.168,-0.036,-0.301,0.577,-0.019,-0.049,9.610,0
153779,1.924,-1.794,-0.129,-0.751,-1.482,0.887,-1.789,0.486,1.057,0.678,-0.427,-0.651,-1.698,-0.677,-1.442,1.372,0.144,-0.356,1.290,0.067,0.184,0.472,0.135,0.182,-0.380,-0.214,0.023,-0.033,99.000,0
153782,2.111,-0.019,-1.340,0.248,0.254,-0.802,0.217,-0.330,0.485,0.054,-1.242,0.577,0.874,0.097,0.015,0.064,-0.579,-0.729,0.402,-0.158,-0.327,-0.770,0.246,-0.636,-0.183,0.236,-0.067,-0.065,1.980,0
153785,-0.628,0.499,0.495,-1.067,0.849,-0.171,0.880,-0.138,0.566,-0.170,0.423,0.282,-1.193,0.011,-1.376,-0.588,-0.438,0.213,0.335,-0.032,0.155,0.813,-0.168,0.736,-0.147,0.030,-0.071,0.048,2.500,0
153786,-1.077,0.271,0.617,-2.121,-0.432,-0.441,0.341,0.338,0.554,-1.539,-1.101,0.290,0.457,0.007,0.424,0.594,-0.720,0.235,-0.559,-0.203,0.310,0.783,0.046,0.809,-0.345,0.529,-0.114,0.062,100.000,0
153787,2.137,-1.404,0.060,-0.664,-1.521,0.408,-1.783,0.327,1.255,0.542,-1.860,-1.067,-1.291,-0.957,-0.811,1.079,0.452,-0.991,0.944,-0.122,0.093,0.483,0.255,0.466,-0.332,-0.201,0.048,-0.037,3.300,0
153788,2.053,0.101,-2.061,0.140,0.709,-0.993,0.637,-0.346,-0.076,0.210,1.074,0.964,-0.121,0.977,-0.264,-0.379,-0.584,0.037,0.283,-0.194,0.165,0.520,0.010,0.793,0.403,-0.224,-0.065,-0.071,14.900,0
153790,0.588,0.889,-0.126,1.046,0.327,-0.761,0.754,-0.362,-0.435,0.183,-0.782,-0.031,0.577,0.539,1.786,-1.303,0.331,0.458,2.456,0.178,0.430,1.524,-0.091,-0.029,-1.129,0.135,0.337,0.283,8.990,0
153790,-2.267,-0.686,1.657,-1.888,-0.851,-0.376,-0.775,0.276,1.354,1.065,-1.600,-1.186,-1.292,-1.534,-1.405,1.047,0.222,-1.244,0.131,-0.294,-0.236,0.826,0.588,-0.021,0.011,-0.272,0.512,-0.322,1.000,0
153791,1.706,0.059,-2.438,1.486,0.948,-0.596,0.796,-0.256,-0.233,-0.275,1.277,0.998,0.169,-0.868,-1.067,-0.048,0.740,0.481,-0.206,0.111,0.109,0.182,-0.132,0.603,0.410,-0.559,-0.029,-0.006,151.990,0
153792,2.010,-0.389,-0.600,0.226,-0.242,0.258,-0.748,0.187,0.829,0.273,0.410,0.617,-0.055,0.139,0.252,0.878,-1.102,0.832,0.002,-0.173,0.199,0.652,0.156,0.309,-0.244,0.332,-0.023,-0.053,0.100,0
153793,2.167,-1.482,-0.387,-1.042,-0.908,1.377,-1.896,0.537,1.049,0.707,-1.136,-0.668,-1.030,-0.857,-1.446,1.595,-0.213,-0.149,1.653,-0.059,0.075,0.400,0.100,-0.702,-0.209,-0.150,0.043,-0.057,5.900,0
153797,2.031,0.267,-1.580,1.386,0.467,-1.140,0.673,-0.444,0.135,0.246,-0.897,0.558,0.177,0.446,-0.567,-0.760,-0.152,-0.715,-0.226,-0.276,0.054,0.411,-0.006,0.004,0.473,-0.491,-0.012,-0.061,7.550,0
153800,1.883,-0.559,-0.369,0.544,-0.822,0.024,-1.163,0.282,1.677,-0.531,-0.833,-0.617,-0.941,-1.534,1.307,1.297,0.308,1.070,-0.727,-0.111,0.143,0.440,0.234,0.504,-0.579,0.488,0.011,0.005,44.900,0
153800,1.855,-0.628,-0.538,0.188,-0.578,-0.255,-0.478,0.057,0.833,0.147,0.529,0.802,-0.204,0.196,-0.115,0.743,-0.869,0.168,0.380,-0.047,-0.198,-0.674,0.325,-0.423,-0.662,0.231,-0.059,-0.046,77.490,0
153805,1.931,-0.332,-1.043,0.759,-0.272,-0.918,0.116,-0.308,0.802,0.008,-1.028,0.638,0.305,-0.047,-0.650,-0.457,-0.111,-0.566,0.050,-0.109,0.106,0.508,0.005,0.127,0.121,0.447,-0.055,-0.054,58.950,0
153807,-0.652,-0.244,2.032,-2.003,-1.368,-0.079,-0.790,0.473,0.923,0.093,-2.026,-2.105,-3.106,-0.836,-1.381,1.122,0.440,-0.953,0.048,0.013,0.104,0.552,-0.139,-0.073,-0.339,-0.271,0.519,0.272,1.000,0
153808,2.102,-0.084,-1.361,0.246,0.221,-0.730,0.150,-0.260,0.601,0.068,-1.331,0.183,0.100,0.256,0.148,0.044,-0.481,-0.720,0.339,-0.213,-0.330,-0.811,0.261,-0.717,-0.223,0.245,-0.069,-0.068,1.980,0
153809,-0.325,-0.746,1.870,-1.785,-0.992,-0.051,-0.086,-0.285,-1.968,0.955,-1.201,-1.143,0.698,-1.072,-0.329,-1.408,1.008,0.278,0.955,0.103,0.056,0.837,-0.390,-0.030,0.673,0.390,-0.093,-0.157,78.790,0
153809,1.933,0.438,-1.468,3.713,0.858,-0.015,0.465,-0.063,-0.797,1.517,-1.978,-1.545,-2.359,0.826,-1.060,0.537,-0.512,-0.385,-1.143,-0.365,-0.056,-0.275,0.096,0.392,0.195,0.008,-0.087,-0.056,34.000,0
153811,2.088,-1.476,0.201,-0.682,-1.719,0.350,-1.855,0.405,1.070,0.730,-0.281,-0.564,-1.759,-0.676,-1.509,1.289,0.218,-0.460,1.254,-0.162,0.141,0.606,0.201,-0.422,-0.383,-0.178,0.046,-0.055,3.600,0
153813,-1.002,0.552,1.549,0.770,-0.969,1.074,0.224,0.095,0.491,0.380,0.353,0.095,-0.280,-0.231,0.841,0.681,-1.004,1.510,0.443,-0.368,0.392,1.305,-0.027,-0.405,-0.860,-0.548,-0.290,0.283,143.070,0
153817,2.299,-1.454,-0.785,-1.578,-1.347,-0.449,-1.346,-0.081,-0.938,1.568,-1.258,-1.190,-0.152,-0.438,0.051,-0.350,0.413,0.161,-0.159,-0.449,-0.166,-0.009,0.290,0.623,-0.270,-0.203,0.018,-0.040,14.000,0
153817,1.937,-0.225,-1.400,-0.014,0.857,0.931,-0.129,0.242,0.232,0.093,1.119,1.461,0.600,0.405,0.089,-0.622,0.025,-1.580,-0.397,-0.251,-0.192,-0.319,0.327,-1.616,-0.440,0.308,-0.022,-0.086,1.980,0
153821,0.050,0.539,0.589,1.176,0.519,-0.872,0.433,-0.233,-0.613,0.158,-0.655,0.090,0.455,0.356,1.208,-1.251,0.669,-0.383,2.854,0.319,-0.125,-0.253,0.154,0.089,-1.070,0.547,0.190,0.217,1.980,0
153823,0.009,0.924,-0.127,-0.730,1.161,-0.558,1.265,-0.401,0.176,0.067,1.324,0.427,-0.182,-1.293,-0.866,0.308,-0.052,0.172,-0.010,0.301,-0.414,-0.672,0.050,0.657,-0.466,0.035,-0.003,-0.302,11.990,0
153827,-0.641,0.755,0.041,-0.242,1.909,-0.546,1.305,-0.081,-0.801,-0.531,-0.274,0.211,-0.747,0.650,-1.850,-0.146,-0.897,0.225,-0.289,-0.192,0.147,0.394,-0.475,-0.811,0.572,-0.570,0.086,0.117,1.000,0
